Name,Sex,Age,Height,Weight,Team,NOC,Year,Medal
Lenka Hykov-Marukov,F,27,175,83.0,Czech Republic,CZE,2012,None
Riker Lee Hylton,M,23,168,61.0,Jamaica,JAM,2012,None
Jakub Hyman,M,25,181,80.0,Czech Republic,CZE,2010,None
Kemar Dwain Hyman,M,22,178,74.0,Cayman Islands,CAY,2012,None
Kemar Dwain Hyman,M,26,178,74.0,Cayman Islands,CAY,2016,None
Ondej Hyman,M,23,189,85.0,Czech Republic,CZE,2010,None
Ondej Hyman,M,27,189,85.0,Czech Republic,CZE,2014,None
Ondej Hyman,M,27,189,85.0,Czech Republic,CZE,2014,None
Daniele Matias Hyplito,F,27,147,51.0,Brazil,BRA,2012,None
Daniele Matias Hyplito,F,27,147,51.0,Brazil,BRA,2012,None
Daniele Matias Hyplito,F,27,147,51.0,Brazil,BRA,2012,None
Daniele Matias Hyplito,F,27,147,51.0,Brazil,BRA,2012,None
Daniele Matias Hyplito,F,27,147,51.0,Brazil,BRA,2012,None
Daniele Matias Hyplito,F,31,147,51.0,Brazil,BRA,2016,None
Daniele Matias Hyplito,F,31,147,51.0,Brazil,BRA,2016,None
Daniele Matias Hyplito,F,31,147,51.0,Brazil,BRA,2016,None
Diego Matias Hyplito,M,26,170,68.0,Brazil,BRA,2012,None
Diego Matias Hyplito,M,30,170,68.0,Brazil,BRA,2016,None
Diego Matias Hyplito,M,30,170,68.0,Brazil,BRA,2016,Silver
Anne-Mari Hyrylinen (Koskinen-),F,37,168,50.0,Finland,FIN,2016,None
Xoana Soledad Iacoi,F,24,161,70.0,Argentina,ARG,2016,None
Zurabi Iakobishvili,M,24,171,68.0,Georgia,GEO,2016,None
Periklis Iakovakis,M,33,185,76.0,Greece,GRE,2012,None
Theodoros Iakovidis,M,25,181,85.0,Greece,GRE,2016,None
Hussein Iashaish,M,20,180,95.0,Jordan,JOR,2016,None
Serge Jonas Ibaka Ngobila,M,22,208,107.0,Spain,ESP,2012,Silver
Liliana Ibez Lpez,F,21,180,70.0,Mexico,MEX,2012,None
Liliana Ibez Lpez,F,21,180,70.0,Mexico,MEX,2012,None
Liliana Ibez Lpez,F,25,180,70.0,Mexico,MEX,2016,None
Caterine Ibargn Mena,F,28,185,70.0,Colombia,COL,2012,Silver
Caterine Ibargn Mena,F,32,185,70.0,Colombia,COL,2016,Gold
Isidoro Ibarra,M,23,175,75.0,Argentina,ARG,2016,Gold
Pedro Ibarra,M,26,174,75.0,Argentina,ARG,2012,None
Pedro Ibarra,M,30,174,75.0,Argentina,ARG,2016,Gold
Ekene Chukwu Brian Ibekwe,M,27,206,100.0,Nigeria,NGR,2012,None
Ekene Chukwu Brian Ibekwe,M,31,206,100.0,Nigeria,NGR,2016,None
Florian Iberer,M,31,185,95.0,Austria,AUT,2014,None
Matthias Iberer,M,28,188,100.0,Austria,AUT,2014,None
Magomed Idrisovich Ibragimov,M,31,183,97.0,Uzbekistan,UZB,2016,Bronze
Mamed Pashayevich Ibragimov,M,24,171,97.0,Kazakhstan,KAZ,2016,None
Rinat Khisayevich Ibragimov,M,26,181,73.0,Kazakhstan,KAZ,2012,None
Fares Ibrahim Hassouna El-Bakh,M,18,175,85.0,Qatar,QAT,2016,None
Haneen Ibrahim,F,16,154,47.0,Sudan,SUD,2016,None
Hayle brahimov,M,22,171,58.0,Azerbaijan,AZE,2012,None
Hayle brahimov,M,26,171,58.0,Azerbaijan,AZE,2016,None
Karine Icher,F,37,170,66.0,France,FRA,2016,None
Kana Ichikawa,F,21,164,48.0,Japan,JPN,2012,None
Kaori Icho,F,28,166,61.0,Japan,JPN,2012,Gold
Kaori Icho,F,32,166,61.0,Japan,JPN,2016,Gold
Alexandre Iddir,M,25,184,90.0,France,FRA,2016,None
Juri Ide,F,29,158,51.0,Japan,JPN,2012,None
Yosuke Ideguchi,M,19,171,71.0,Japan,JPN,2016,None
Filippa Idhn,F,25,183,80.0,Sweden,SWE,2016,None
Josefa Idem-Guerrini,F,47,176,67.0,Italy,ITA,2012,None
LaVonne Celeste Idlette,F,26,167,54.0,Dominican Republic,DOM,2012,None
Phillips Olaosebikan Idowu,M,33,197,89.0,Great Britain,GBR,2012,None
Saheed Idowu,M,22,174,71.0,Congo (Brazzaville),CGO,2012,None
Edgar Miguel I,M,22,188,80.0,Portugal,POR,2016,None
Julio Csar Iemma Hernndez,M,32,168,70.0,Venezuela,VEN,2016,None
Julio Csar Iemma Hernndez,M,32,168,70.0,Venezuela,VEN,2016,None
Julio Csar Iemma Hernndez,M,32,168,70.0,Venezuela,VEN,2016,None
Lydia Ierodiaconou-Lassila,F,28,157,54.0,Australia,AUS,2010,Gold
Lydia Ierodiaconou-Lassila,F,32,157,54.0,Australia,AUS,2014,Bronze
Sofia Ifantidou,F,27,162,54.0,Greece,GRE,2012,None
Sofia Ifantidou,F,31,162,54.0,Greece,GRE,2016,None
Paul Ifrim,M,21,192,90.0,Romania-2,ROU,2010,None
Chihiro Igarashi,F,21,170,61.0,Japan,JPN,2016,None
Chihiro Igarashi,F,21,170,61.0,Japan,JPN,2016,None
Chihiro Igarashi,F,21,170,61.0,Japan,JPN,2016,None
Jarome Arthur-Leigh Adekunle Tig Junior Elvis Iginla,M,32,185,95.0,Canada,CAN,2010,Gold
lvaro Iglesias Marco,M,23,178,79.0,Spain,ESP,2016,None
Roniel Iglesias Sotolongo,M,23,177,64.0,Cuba,CUB,2012,Gold
Roniel Iglesias Sotolongo,M,27,177,64.0,Cuba,CUB,2016,None
Judit Ignacio Sorribes,F,18,165,58.0,Spain,ESP,2012,None
Judit Ignacio Sorribes,F,18,165,58.0,Spain,ESP,2012,None
Judit Ignacio Sorribes,F,18,165,58.0,Spain,ESP,2012,None
Judit Ignacio Sorribes,F,22,165,58.0,Spain,ESP,2016,None
Judit Ignacio Sorribes,F,22,165,58.0,Spain,ESP,2016,None
Krzysztof Ignaczak,M,34,188,86.0,Poland,POL,2012,None
Ilya Ignatyev,M,20,186,84.0,Kyrgyzstan,KGZ,2012,None
Nevena Ignjatovi,F,19,176,73.0,Serbia,SRB,2010,None
Nevena Ignjatovi,F,19,176,73.0,Serbia,SRB,2010,None
Nevena Ignjatovi,F,19,176,73.0,Serbia,SRB,2010,None
Nevena Ignjatovi,F,23,176,73.0,Serbia,SRB,2014,None
Nevena Ignjatovi,F,23,176,73.0,Serbia,SRB,2014,None
Reda Abdalaati Iguider,M,25,173,57.0,Morocco,MAR,2012,Bronze
Reda Abdalaati Iguider,M,25,173,57.0,Morocco,MAR,2012,None
Reda Abdalaati Iguider,M,29,173,57.0,Morocco,MAR,2016,None
Andre Tyler Iguodala,M,28,198,94.0,United States,USA,2012,Gold
Mohamed Ihab Youssef Ahmed Mahmoud,M,26,165,77.0,Egypt,EGY,2016,Bronze
Andreas Ihle,M,33,184,80.0,Germany,GER,2012,Bronze
Nico Herbert Ihle,M,24,187,85.0,Germany,GER,2010,None
Nico Herbert Ihle,M,24,187,85.0,Germany,GER,2010,None
Nico Herbert Ihle,M,28,187,85.0,Germany,GER,2014,None
Nico Herbert Ihle,M,28,187,85.0,Germany,GER,2014,None
Atsuto Iida,M,22,181,82.0,Japan,JPN,2016,None
Shota Iizuka,M,21,185,80.0,Japan,JPN,2012,None
Shota Iizuka,M,21,185,80.0,Japan,JPN,2012,None
Shota Iizuka,M,25,185,80.0,Japan,JPN,2016,None
Shota Iizuka,M,25,185,80.0,Japan,JPN,2016,Silver
Laura Ikauniece-Admidia,F,20,179,63.0,Latvia,LAT,2012,None
Laura Ikauniece-Admidia,F,24,179,63.0,Latvia,LAT,2016,None
Shintaro Ikeda,M,31,175,71.0,Japan,JPN,2012,None
Yuta Ikeda,M,30,176,76.0,Japan,JPN,2016,None
Rikako Ikee,F,16,170,56.0,Japan,JPN,2016,None
Rikako Ikee,F,16,170,56.0,Japan,JPN,2016,None
Rikako Ikee,F,16,170,56.0,Japan,JPN,2016,None
Rikako Ikee,F,16,170,56.0,Japan,JPN,2016,None
Rikako Ikee,F,16,170,56.0,Japan,JPN,2016,None
Rikako Ikee,F,16,170,56.0,Japan,JPN,2016,None
Rikako Ikee,F,16,170,56.0,Japan,JPN,2016,None
Kanae Ikehata,F,29,162,57.0,Japan,JPN,2012,None
Kanae Ikehata,F,29,162,57.0,Japan,JPN,2012,None
Kirill Gennadiyevich Ikonnikov,M,28,186,112.0,Russia,RUS,2012,None
Ayodl Ikuesan,F,27,174,63.0,France,FRA,2012,None
David Ilariani,M,31,195,87.0,Georgia,GEO,2012,None
Cenk ldem,M,26,180,98.0,Turkey,TUR,2012,None
Cenk ldem,M,30,180,98.0,Turkey,TUR,2016,Bronze
Ilias Iliadis,M,25,179,90.0,Greece,GRE,2012,Bronze
Ilias Iliadis,M,29,179,90.0,Greece,GRE,2016,None
Periklis Ilias,M,26,183,69.0,Greece,GRE,2012,None
Momir Ili,M,30,200,105.0,Serbia,SRB,2012,None
Petar Aleksandrov Iliev,M,25,186,85.0,Bulgaria,BUL,2010,None
Vladimir Iliev,M,22,182,70.0,Bulgaria,BUL,2010,None
Vladimir Iliev,M,22,182,70.0,Bulgaria,BUL,2010,None
Vladimir Iliev,M,22,182,70.0,Bulgaria,BUL,2010,None
Vladimir Iliev,M,26,182,70.0,Bulgaria,BUL,2014,None
Vladimir Iliev,M,26,182,70.0,Bulgaria,BUL,2014,None
Vladimir Iliev,M,26,182,70.0,Bulgaria,BUL,2014,None
Vladimir Iliev,M,26,182,70.0,Bulgaria,BUL,2014,None
Karl Erik Gunnar Iljans (Andersson-),M,40,176,93.0,Sweden,SWE,2010,None
Anna Magdalena Iljans (Jonsson-),F,40,171,70.0,Sweden,SWE,2010,None
Dagnis Ijins,M,23,178,82.0,Latvia,LAT,2016,None
Dagnis Ijins,M,23,178,82.0,Latvia,LAT,2016,None
Anna Iljutenko,F,26,168,49.0,Estonia,EST,2012,None
"Javier ""Javi"" Illana Garca",M,26,175,73.0,Spain,ESP,2012,None
Anna Krisztina Ills,F,22,180,73.0,Hungary,HUN,2016,None
Yavuz lnam,M,29,185,140.0,Turkey,TUR,2016,None
Mikko Antero Ilonen,M,36,187,83.0,Finland,FIN,2016,None
Tiago Abiola Delfim Almeida Ilori,M,23,190,80.0,Portugal,POR,2016,None
"Joshua ""Josh"" Ilustre",M,22,178,70.0,Guam,GUM,2016,None
Kristjan Ilves,M,17,177,61.0,Estonia,EST,2014,None
Kristjan Ilves,M,17,177,61.0,Estonia,EST,2014,None
Pavel Aleksandrovich Ilyashenko,M,22,181,76.0,Kazakhstan,KAZ,2012,None
Pavel Aleksandrovich Ilyashenko,M,26,181,76.0,Kazakhstan,KAZ,2016,None
Talgat Ilyasov,M,35,175,74.0,Australia,AUS,2016,None
Ferenc Ilys,M,30,198,105.0,Hungary,HUN,2012,None
Ilya Aleksandrovich Ilyin,M,24,175,94.0,Kazakhstan,KAZ,2012,Gold
Yekaterina Fyodorovna Ilyina,F,25,174,60.0,Russia,RUS,2016,Gold
Dmitry Sergeyevich Ilyinykh,M,25,202,92.0,Russia,RUS,2012,Gold
Kristina Alekseyevna Ilyinykh,F,21,173,56.0,Russia,RUS,2016,None
Yekaterina Sergeyevna Ilyukhina,F,22,157,60.0,Russia,RUS,2010,Silver
Yekaterina Sergeyevna Ilyukhina,F,26,157,60.0,Russia,RUS,2014,None
Yekaterina Sergeyevna Ilyukhina,F,26,157,60.0,Russia,RUS,2014,None
Im Chae-Bin,M,24,169,75.0,South Korea,KOR,2016,None
Im Chae-Bin,M,24,169,75.0,South Korea,KOR,2016,None
Im Chae-Bin,M,24,169,75.0,South Korea,KOR,2016,None
Im Deok-Jun,M,31,186,78.0,South Korea,KOR,2012,None
Im Dong-Hyeon,M,27,184,100.0,South Korea,KOR,2012,None
Im Dong-Hyeon,M,27,184,100.0,South Korea,KOR,2012,Bronze
Im Gyeong-Hui,F,29,163,43.0,South Korea,KOR,2012,None
Im Gyeong-Hui,F,33,163,43.0,South Korea,KOR,2016,None
Im Hyo-Suk,F,30,178,79.0,South Korea,KOR,2012,None
Im Jeong-Hyeon,M,24,182,66.0,South Korea,KOR,2012,None
Im Ji-Hye,F,26,163,75.0,South Korea,KOR,2012,None
Runa Imai,F,15,163,50.0,Japan,JPN,2016,None
Kimihiko Imamura,M,32,180,78.0,Japan,JPN,2016,None
Franois Imbeau-Dulac,M,21,175,76.0,Canada,CAN,2012,None
Race Alick Reid Imboden,M,19,185,75.0,United States,USA,2012,None
Race Alick Reid Imboden,M,19,185,75.0,United States,USA,2012,None
Race Alick Reid Imboden,M,23,185,75.0,United States,USA,2016,Bronze
Urs Imboden,M,35,182,76.0,Moldova,MDA,2010,None
Adam Imer,M,26,182,88.0,Brazil,BRA,2016,None
Juan Jos Imhoff,M,28,185,86.0,Argentina,ARG,2016,None
Jarkko Immonen,M,27,183,95.0,Finland,FIN,2010,Bronze
Jarkko Immonen,M,31,183,95.0,Finland,FIN,2014,Bronze
Yakhyo Imomov,M,22,175,81.0,Uzbekistan,UZB,2012,None
Daryl Impey,M,27,183,70.0,South Africa,RSA,2012,None
Daryl Impey,M,31,183,70.0,South Africa,RSA,2016,None
Muhammad Imran,M,33,165,62.0,Pakistan,PAK,2012,None
Gza Imre,M,37,184,75.0,Hungary,HUN,2012,None
Gza Imre,M,41,184,75.0,Hungary,HUN,2016,Silver
Gza Imre,M,41,184,75.0,Hungary,HUN,2016,Bronze
Kayla Imrie,F,24,182,80.0,New Zealand,NZL,2016,None
Megan Imrie,F,23,167,56.0,Canada,CAN,2010,None
Megan Imrie,F,23,167,56.0,Canada,CAN,2010,None
Megan Imrie,F,23,167,56.0,Canada,CAN,2010,None
Megan Imrie,F,27,167,56.0,Canada,CAN,2014,None
Megan Imrie,F,27,167,56.0,Canada,CAN,2014,None
Megan Imrie,F,27,167,56.0,Canada,CAN,2014,None
Megan Imrie,F,27,167,56.0,Canada,CAN,2014,None
Megan Imrie,F,27,167,56.0,Canada,CAN,2014,None
Megan Imrie,F,27,167,56.0,Canada,CAN,2014,None
Fabienne In-Albon,F,29,164,63.0,Switzerland,SUI,2016,None
Khurram Inam,M,45,180,68.0,Pakistan,PAK,2012,None
Anna Carmela Incerti (-Scaini),F,32,168,44.0,Italy,ITA,2012,None
Anna Carmela Incerti (-Scaini),F,36,168,44.0,Italy,ITA,2016,None
Jessica Inchude,F,20,175,81.0,Guinea Bissau,GBS,2016,None
Linda Indergand,F,23,169,65.0,Switzerland,SUI,2016,None
Miks Indrais,M,23,191,82.0,Latvia,LAT,2014,None
Emily Infeld,F,26,163,50.0,United States,USA,2016,None
Fabio Infimo,M,28,194,86.0,Italy,ITA,2016,None
Henrik Ingebrigtsen,M,21,180,69.0,Norway,NOR,2012,None
Henrik Ingebrigtsen,M,25,180,69.0,Norway,NOR,2016,None
Ida Maria Erika Ingemarsdotter,F,24,174,68.0,Sweden,SWE,2010,None
Ida Maria Erika Ingemarsdotter,F,24,174,68.0,Sweden,SWE,2010,None
Ida Maria Erika Ingemarsdotter,F,24,174,68.0,Sweden,SWE,2010,None
Ida Maria Erika Ingemarsdotter,F,24,174,68.0,Sweden,SWE,2010,None
Ida Maria Erika Ingemarsdotter,F,28,174,68.0,Sweden,SWE,2014,None
Ida Maria Erika Ingemarsdotter,F,28,174,68.0,Sweden,SWE,2014,Gold
Ida Maria Erika Ingemarsdotter,F,28,174,68.0,Sweden,SWE,2014,Bronze
Ingimundur Ingimundarson,M,32,193,96.0,Iceland,ISL,2012,None
"Joseph Howarth ""Joe"" Ingles",M,24,203,91.0,Australia,AUS,2012,None
"Joseph Howarth ""Joe"" Ingles",M,28,203,91.0,Australia,AUS,2016,None
Veronica Inglese,F,25,160,43.0,Italy,ITA,2016,None
Alice Ingley,F,23,172,80.0,Australia,AUS,2016,None
Hugo Inglis,M,21,178,74.0,New Zealand,NZL,2012,None
Hugo Inglis,M,25,178,74.0,New Zealand,NZL,2016,None
"Dominic Jakub ""Dom"" Inglot",M,30,196,95.0,Great Britain-1,GBR,2016,None
Ragna Bjrg Inglfsdttir,F,29,180,70.0,Iceland,ISL,2012,None
Melissa Jane Ingram,F,27,178,66.0,New Zealand,NZL,2012,None
Melissa Jane Ingram,F,27,178,66.0,New Zealand,NZL,2012,None
Melissa Jane Ingram,F,27,178,66.0,New Zealand,NZL,2012,None
Maksim Ini,M,20,186,80.0,Montenegro,MNE,2016,None
Vincent Inigo,M,33,173,80.0,France,FRA,2016,None
Collins Injera,M,29,182,90.0,Kenya,KEN,2016,None
Baglan Bakhytovich Inkarbek,M,19,170,68.0,Kazakhstan,KAZ,2014,None
Christof Innerhofer,M,25,186,90.0,Italy,ITA,2010,None
Christof Innerhofer,M,25,186,90.0,Italy,ITA,2010,None
Christof Innerhofer,M,25,186,90.0,Italy,ITA,2010,None
Christof Innerhofer,M,29,186,90.0,Italy,ITA,2014,Silver
Christof Innerhofer,M,29,186,90.0,Italy,ITA,2014,None
Christof Innerhofer,M,29,186,90.0,Italy,ITA,2014,Bronze
Katharina Innerhofer,F,23,166,55.0,Austria,AUT,2014,None
Katharina Innerhofer,F,23,166,55.0,Austria,AUT,2014,None
Katharina Innerhofer,F,23,166,55.0,Austria,AUT,2014,None
Stewart Gilbert Innes,M,25,197,97.0,Great Britain,GBR,2016,None
Marco Innocenti,M,37,170,97.0,Italy,ITA,2016,Silver
Paris Alonso Inostroza Budinich,M,39,183,88.0,Chile,CHI,2012,None
Kaori Inoue,F,29,182,59.0,Japan,JPN,2012,Bronze
Tomohiro Inoue,M,29,170,74.0,Japan,JPN,2016,None
Subenrat Insaeng,F,22,182,82.0,Thailand,THA,2016,None
Evelyn Insam,F,19,175,58.0,Italy,ITA,2014,None
Ratchanok Intanon,F,17,169,59.0,Thailand,THA,2012,None
Ratchanok Intanon,F,21,169,59.0,Thailand,THA,2016,None
Phathana Inthavong,M,15,162,56.0,Laos,LAO,2012,None
Santisouk Inthavong,M,16,170,60.0,Laos,LAO,2016,None
Yukiko Inui,F,21,169,55.0,Japan,JPN,2012,None
Yukiko Inui,F,21,169,55.0,Japan,JPN,2012,None
Yukiko Inui,F,25,169,55.0,Japan,JPN,2016,Bronze
Yukiko Inui,F,25,169,55.0,Japan,JPN,2016,Bronze
Dorcus Inzikuru,F,30,162,53.0,Uganda,UGA,2012,None
Akira Ioane,M,21,194,113.0,New Zealand,NZL,2016,None
Rieko Ioane,M,19,190,105.0,New Zealand,NZL,2016,None
Vaipava Nevo Ioane,M,28,152,62.0,Samoa,SAM,2016,None
Kyriakos Ioannou,M,27,196,74.0,Cyprus,CYP,2012,None
Kyriakos Ioannou,M,32,196,74.0,Cyprus,CYP,2016,None
Marius Viorel Ionescu,M,27,170,55.0,Romania,ROU,2012,None
Marius Viorel Ionescu,M,31,170,55.0,Romania,ROU,2016,None
Ovidiu Ionescu,M,27,182,72.0,Romania,ROU,2016,None
Toni Ionel Ioneticu,M,22,189,90.0,Romania,ROU,2012,None
Anamaria Ioni,F,28,175,60.0,Romania,ROU,2016,None
Ermanno Ioriatti,M,34,185,80.0,Italy,ITA,2010,None
Ermanno Ioriatti,M,34,185,80.0,Italy,ITA,2010,None
Ermanno Ioriatti,M,34,185,80.0,Italy,ITA,2010,None
Martin Iosefo,M,26,187,95.0,United States,USA,2016,None
Andrei Ionu Iosep,M,34,195,99.0,Romania,ROU,2012,None
Liudmyla Dmytrivna Iosypenko,F,27,175,69.0,Ukraine,UKR,2012,None
Cristina Iovu,F,19,155,53.0,Moldova,MDA,2012,Bronze
Ip Pui Yi,F,33,152,56.0,Hong Kong,HKG,2012,None
Dmitry Gennadyevich Ipatov,M,25,176,60.0,Russia,RUS,2010,None
Dmitry Gennadyevich Ipatov,M,25,176,60.0,Russia,RUS,2010,None
Dmitry Gennadyevich Ipatov,M,25,176,60.0,Russia,RUS,2010,None
Assiya pek,F,22,168,69.0,Turkey,TUR,2016,None
Anton rskov Ipsen,M,21,186,74.0,Denmark,DEN,2016,None
Anton rskov Ipsen,M,21,186,74.0,Denmark,DEN,2016,None
Kristian Bettega Ipsen,M,19,170,73.0,United States,USA,2012,Bronze
Kristian Bettega Ipsen,M,23,170,73.0,United States,USA,2016,None
Nadeem Iqbal,M,30,173,65.0,India,IND,2014,None
Olivier Irabaruta,M,21,170,62.0,Burundi,BDI,2012,None
Olivier Irabaruta,M,25,170,62.0,Burundi,BDI,2016,None
Olivier Irabaruta,M,25,170,62.0,Burundi,BDI,2016,None
Billy Scott Irakose,M,19,196,74.0,Burundi,BDI,2016,None
Daniela Iraschko-Stolz,F,30,164,52.0,Austria,AUT,2014,Silver
Eko Yuli Irawan,M,23,154,62.0,Indonesia,INA,2012,Bronze
Eko Yuli Irawan,M,27,154,62.0,Indonesia,INA,2016,Silver
"Michael James Grant ""Mike"" Ireland",M,36,181,79.0,Canada,CAN,2010,None
Yoandry Iriarte Glvez,M,30,177,79.0,Cuba,CUB,2016,None
Ryosuke Irie,M,22,178,64.0,Japan,JPN,2012,Bronze
Ryosuke Irie,M,22,178,64.0,Japan,JPN,2012,Silver
Ryosuke Irie,M,22,178,64.0,Japan,JPN,2012,Silver
Ryosuke Irie,M,26,178,64.0,Japan,JPN,2016,None
Ryosuke Irie,M,26,178,64.0,Japan,JPN,2016,None
Ryosuke Irie,M,26,178,64.0,Japan,JPN,2016,None
Brendan Emmet Irvine,M,20,167,49.0,Ireland,IRL,2016,None
Grant Irvine,M,25,187,80.0,Australia,AUS,2016,None
Grant Irvine,M,25,187,80.0,Australia,AUS,2016,None
Kaylin Christine Irvine,F,23,170,67.0,Canada,CAN,2014,None
Martyn Irvine,M,27,179,80.0,Ireland,IRL,2012,None
Kyrie Andrew Irving,M,24,190,87.0,United States,USA,2016,Gold
Haley Lyn Irwin,F,21,170,78.0,Canada,CAN,2010,Gold
Haley Lyn Irwin,F,25,170,78.0,Canada,CAN,2014,Gold
Hidenori Isa,M,33,170,68.0,Japan,JPN,2010,None
Hidenori Isa,M,33,170,68.0,Japan,JPN,2010,None
Hidenori Isa,M,37,170,68.0,Japan,JPN,2014,None
Hidenori Isa,M,37,170,68.0,Japan,JPN,2014,None
Khalid Isa Muhammad Bilal Saeed,M,22,178,74.0,United Arab Emirates,UAE,2012,None
Chlo Isaac,F,21,169,57.0,Canada,CAN,2012,None
"Jeffrey Glen ""Jeff"" Isaacson",M,26,173,84.0,United States,USA,2010,None
"Jeffrey Glen ""Jeff"" Isaacson",M,30,173,84.0,United States,USA,2014,None
Isabela Ramona Lyra Macedo,F,22,179,76.0,Brazil,BRA,2016,None
Vladimir Nikolayevich Isachenko,M,33,194,90.0,Kazakhstan,KAZ,2016,None
Vladimir Nikolayevich Isachenko,M,33,194,90.0,Kazakhstan,KAZ,2016,None
Oleksandr Volodymyrovych Isakov,M,22,184,73.0,Ukraine,UKR,2012,None
Oleksandr Volodymyrovych Isakov,M,22,184,73.0,Ukraine,UKR,2012,None
Vladimir Vyacheslavovich Isakov,M,42,178,83.0,Russia,RUS,2012,None
Vladimir Vyacheslavovich Isakov,M,46,178,83.0,Russia,RUS,2016,None
Sara Isakovi,F,24,173,60.0,Slovenia,SLO,2012,None
Sara Isakovi,F,24,173,60.0,Slovenia,SLO,2012,None
Sara Isakovi,F,24,173,60.0,Slovenia,SLO,2012,None
Isabella Isaksen (-El-Geziry),F,22,173,63.0,United States,USA,2016,None
Margaux Isaksen,F,20,178,60.0,United States,USA,2012,None
Margaux Isaksen,F,24,178,60.0,United States,USA,2016,None
Gulzhan Abdildabekovna Isanova,F,28,167,94.0,Kazakhstan,KAZ,2012,None
Bodin Isara,M,21,175,78.0,Thailand,THA,2012,None
Bodin Isara,M,25,175,78.0,Thailand,THA,2016,None
Vladimir Yevgenyevich Isaychev,M,26,188,80.0,Russia,RUS,2012,None
Mansur Mustafayevich Isayev,M,25,172,73.0,Russia,RUS,2012,Gold
Radik sayev,M,26,200,93.0,Azerbaijan,AZE,2016,Gold
"Francisco Romn ""Isco"" Alarcn Surez",M,20,176,75.0,Spain,ESP,2012,None
Megumi Iseda,F,29,157,56.0,Japan,JPN,2016,None
Marc Iselin,M,29,178,83.0,Switzerland,SUI,2010,None
Mikael Ishak,M,23,184,76.0,Sweden,SWE,2016,None
Nataliya Sergeyevna Ishchenko,F,26,177,60.0,Russia,RUS,2012,Gold
Nataliya Sergeyevna Ishchenko,F,26,177,60.0,Russia,RUS,2012,Gold
Nataliya Sergeyevna Ishchenko,F,30,177,60.0,Russia,RUS,2016,Gold
Nataliya Sergeyevna Ishchenko,F,30,177,60.0,Russia,RUS,2016,Gold
Chiaki Ishibashi,M,21,169,69.0,Japan,JPN,2012,None
Paula Harumi Ishibashi,F,31,156,58.0,Brazil,BRA,2016,None
Masako Ishida,F,29,161,56.0,Japan,JPN,2010,None
Masako Ishida,F,29,161,56.0,Japan,JPN,2010,None
Masako Ishida,F,29,161,56.0,Japan,JPN,2010,None
Masako Ishida,F,33,161,56.0,Japan,JPN,2014,None
Masako Ishida,F,33,161,56.0,Japan,JPN,2014,None
Masako Ishida,F,33,161,56.0,Japan,JPN,2014,None
Naoko Ishihara,F,41,157,48.0,Japan,JPN,2016,None
Yuki Ishii,F,25,180,68.0,Japan,JPN,2016,None
Kasumi Ishikawa,F,19,158,51.0,Japan,JPN,2012,None
Kasumi Ishikawa,F,19,158,51.0,Japan,JPN,2012,Silver
Kasumi Ishikawa,F,23,158,51.0,Japan,JPN,2016,None
Kasumi Ishikawa,F,23,158,51.0,Japan,JPN,2016,Bronze
Suehiro Ishikawa,M,36,169,56.0,Japan,JPN,2016,None
Kotomi Ishizaki,F,31,166,54.0,Japan,JPN,2010,None
Shiho Ishizawa,F,23,167,67.0,Japan,JPN,2010,None
Shiho Ishizawa,F,23,167,67.0,Japan,JPN,2010,None
Shiho Ishizawa,F,27,167,67.0,Japan,JPN,2014,None
Shiho Ishizawa,F,27,167,67.0,Japan,JPN,2014,None
Yu Ishizu,M,25,170,66.0,Japan,JPN,2012,None
Yu Ishizu,M,25,170,66.0,Japan,JPN,2012,None
Pedro Miguel Piriquito Isidro,M,27,175,58.0,Portugal,POR,2012,None
Pedro Miguel Piriquito Isidro,M,31,175,58.0,Portugal,POR,2016,None
Yelena Gadzhiyevna Isinbayeva,F,30,174,64.0,Russia,RUS,2012,Bronze
Rustam Iskandari,M,20,176,96.0,Tajikistan,TJK,2012,None
Mandy Islacker,F,27,164,55.0,Germany,GER,2016,Gold
Mitchell Islam,M,24,181,72.0,Canada-3,CAN,2014,None
Drita Islami,F,20,166,56.0,Macedonia,MKD,2016,None
Alejandro Daniel Islas Arroyo,M,20,170,66.0,Mexico,MEX,2012,None
Carlin Russell Isles,M,26,173,75.0,United States,USA,2016,None
Afa Ismail,F,18,157,45.0,Maldives,MDV,2012,None
Afa Ismail,F,22,157,45.0,Maldives,MDV,2016,None
Ismail Ahmed Ismail,M,27,193,72.0,Sudan,SUD,2012,None
Khamis Ismail Zayed,M,22,176,76.0,United Arab Emirates,UAE,2012,None
Mohamed Fakhri Ismail,M,25,160,62.0,Brunei,BRU,2016,None
Mohamed Ismail Ibrahim,M,19,170,63.0,Djibouti,DJI,2016,None
Ruslan Takhirovich Ismailov,M,25,172,58.0,Kyrgyzstan,KGZ,2012,None
Ruslan Takhirovich Ismailov,M,25,172,58.0,Kyrgyzstan,KGZ,2012,None
Daniar Ismailow,M,20,173,69.0,Turkmenistan,TKM,2012,None
Daniar Ismailow,M,24,173,69.0,Turkey,TUR,2016,Silver
John Robert Isner,M,27,206,111.0,United States,USA,2012,None
John Robert Isner,M,27,206,111.0,United States-2,USA,2012,None
Takao Isokawa,M,28,178,96.0,Japan,JPN,2012,None
Andreas Isoz,M,25,178,75.0,Switzerland,SUI,2010,None
Mrt Israel,M,28,189,119.0,Estonia,EST,2012,None
