Name,Sex,Age,Height,Weight,Team,NOC,Year,Medal
A Lamusi,M,23,170,60.0,China,CHN,2012,None
Juhamatti Tapio Aaltonen,M,28,184,85.0,Finland,FIN,2014,Bronze
Andreea Aanei,F,22,170,125.0,Romania,ROU,2016,None
Jamale (Djamel-) Aarrass (Ahrass-),M,30,187,76.0,France,FRA,2012,None
Nstor Abad Sanjun,M,23,167,64.0,Spain,ESP,2016,None
Nstor Abad Sanjun,M,23,167,64.0,Spain,ESP,2016,None
Nstor Abad Sanjun,M,23,167,64.0,Spain,ESP,2016,None
Nstor Abad Sanjun,M,23,167,64.0,Spain,ESP,2016,None
Nstor Abad Sanjun,M,23,167,64.0,Spain,ESP,2016,None
Nstor Abad Sanjun,M,23,167,64.0,Spain,ESP,2016,None
Antonio Abadia Beci,M,26,170,65.0,Spain,ESP,2016,None
Giovanni Abagnale,M,21,198,90.0,Italy,ITA,2016,Bronze
Patimat Abakarova,F,21,165,49.0,Azerbaijan,AZE,2016,Bronze
Mariya Vasilyevna Abakumova (-Tarabina),F,26,179,80.0,Russia,RUS,2012,None
Luc Abalo,M,27,182,86.0,France,FRA,2012,Gold
Luc Abalo,M,31,182,86.0,France,FRA,2016,Silver
Mara Laura Abalo,F,30,182,73.0,Argentina,ARG,2012,None
Emanuele Abate,M,27,190,80.0,Italy,ITA,2012,None
Ilyas Abbadi,M,19,175,75.0,Algeria,ALG,2012,None
Ilyas Abbadi,M,23,175,75.0,Algeria,ALG,2016,None
Abubakar Abbas Abbas,M,20,175,66.0,Bahrain,BRN,2016,None
Muhammad Abbas,M,23,168,55.0,Pakistan,PAK,2010,None
Sohail Abbas,M,37,178,80.0,Pakistan,PAK,2012,None
Forough Abbasi,F,20,164,58.0,Iran,IRI,2014,None
Shakeel Abbasi,M,28,165,60.0,Pakistan,PAK,2012,None
Soulmaz Abbasi Azad,F,28,173,60.0,Iran,IRI,2012,None
Simona Abbate,F,28,171,64.0,Italy,ITA,2012,None
Lois Abbingh,F,23,178,72.0,Netherlands,NED,2016,None
Salwan Jasim Abbood Abbood,M,24,180,104.0,Iraq,IRQ,2016,None
Clare Abbott,F,30,167,58.0,Ireland,IRL,2016,None
Clare Abbott,F,30,167,58.0,Ireland,IRL,2016,None
Jeremy Abbott,M,24,175,70.0,United States,USA,2010,None
Jeremy Abbott,M,28,175,70.0,United States,USA,2014,None
Jeremy Abbott,M,28,175,70.0,United States,USA,2014,Bronze
Mara Katherine Abbott,F,30,163,52.0,United States,USA,2016,None
Mohamed Ibrahim Abd El-Fatah Mohamed,M,34,185,98.0,Egypt,EGY,2012,None
Reem Wa'il Abdalazem Abdalazem El-Bossaty,F,19,167,60.0,Egypt,EGY,2012,None
Hossam Abdalla,M,28,203,97.0,Egypt,EGY,2016,None
Maha Abdalsalam Gouda,F,18,172,61.0,Egypt,EGY,2016,None
Ahmed Abdel Naeim,M,31,197,87.0,Egypt,EGY,2016,None
Samy Abdel Razek,M,36,170,60.0,Egypt,EGY,2016,None
Samy Abdel Razek,M,36,170,60.0,Egypt,EGY,2016,None
Shaimaa Abdel-Latif-Hashad,F,35,165,57.0,Egypt,EGY,2016,None
Ahmed Abdelaal,M,27,188,89.0,Egypt,EGY,2016,None
Mahmoud Abdelaal,M,24,176,60.0,Egypt,EGY,2016,None
Mohamed Ali Abdelaal,M,26,175,81.0,Egypt,EGY,2016,None
Ibrahim Ramadan Ibrahim Abdelbaki,M,24,173,77.0,Egypt,EGY,2012,None
Ibrahim Ramadan Ibrahim Abdelbaki,M,28,173,77.0,Egypt,EGY,2016,None
Ragab Abdelhay Saad Abdelrazek Abdallah,M,21,170,94.0,Egypt,EGY,2012,None
Ragab Abdelhay Saad Abdelrazek Abdallah,M,25,170,94.0,Egypt,EGY,2016,None
Ayoub Abdellaoui,M,23,184,68.0,Algeria,ALG,2016,None
Leila Abdelmoez,F,19,160,46.0,Egypt,EGY,2016,None
Sayed Abdelmonem Sayed Hamed,M,23,170,60.0,Egypt,EGY,2012,None
Ahmed Abdelrahman,M,20,165,60.0,Egypt,EGY,2016,None
Ihab Abdelrahman El-Sayed Abdelrahman,M,23,194,96.0,Egypt,EGY,2012,None
Mamdouh Abdelrehim,M,26,207,90.0,Egypt,EGY,2016,None
Mouni Abderrahim,F,26,173,60.0,Algeria,ALG,2012,None
Saeid Morad Abdevali,M,22,170,80.0,Iran,IRI,2012,None
Saeid Morad Abdevali,M,26,170,80.0,Iran,IRI,2016,Bronze
Bashir Abdi,M,27,176,56.0,Belgium,BEL,2016,None
Bashir Abdi,M,27,176,56.0,Belgium,BEL,2016,None
Youcef Abdi,M,34,178,66.0,Australia,AUS,2012,None
"Abdihakim ""Abdi"" Abdirahman",M,35,178,61.0,United States,USA,2012,None
Yhyacinthe Mewoli Abdon,M,26,176,60.0,Cameroon,CMR,2012,None
Fawziya Abdoulkarim,F,27,180,67.0,Cameroon,CMR,2016,None
Berik Abdrakhmanov,M,30,165,60.0,Kazakhstan,KAZ,2016,None
Maizurah Abdul Rahim,F,17,147,50.0,Brunei,BRU,2016,None
Dana Abdul Razak (Hussain-),F,26,163,56.0,Iraq,IRQ,2012,None
Mona Ahmad Abdulaziz Hassanein,F,26,166,61.0,Egypt,EGY,2012,None
Abdulqdir Abdullayev,M,28,188,91.0,Azerbaijan,AZE,2016,None
Muminzhon Abdullayev,M,22,190,130.0,Uzbekistan,UZB,2012,None
Muminzhon Abdullayev,M,26,190,130.0,Uzbekistan,UZB,2016,None
Laye Abdullayeva,F,21,170,47.0,Azerbaijan,AZE,2012,None
Abir Abdulrahman Khalil Mahmoud Khalil,F,20,162,72.0,Egypt,EGY,2012,None
Amer Abdulrahman Abdallah Hussain Al-Hammadi,M,23,168,68.0,United Arab Emirates,UAE,2012,None
Omar Abdulrahman Ahmad Al-Raaqi Al-Amoudi,M,20,168,62.0,United Arab Emirates,UAE,2012,None
Shaza Yahia Nazih Abdulrahman El-Sayed,F,19,170,59.0,Egypt,EGY,2012,None
Shaza Yahia Nazih Abdulrahman El-Sayed,F,19,170,59.0,Egypt,EGY,2012,None
Waheed Abdulridha Waheed Karaawi,M,33,178,74.0,Iraq,IRQ,2016,None
Mohamed Abdultwab Ibrahim Abd El-Baki,M,25,162,69.0,Egypt,EGY,2012,None
Rasul Abduraim,M,23,183,74.0,Kyrgyzstan,KGZ,2012,None
Bekzod Makhamadzhonovich Abdurakhmonov,M,26,172,74.0,Uzbekistan,UZB,2016,None
Mukhamadmurod Abdurakhmonov,M,29,192,117.0,Tajikistan,TJK,2016,None
Adlan Aliyevich Abdurashidov,M,26,172,60.0,Russia,RUS,2016,None
Yusup Abdusalomov,M,34,170,84.0,Tajikistan,TJK,2012,None
Mojtaba Abedini Shormasti,M,27,180,83.0,Iran,IRI,2012,None
Mojtaba Abedini Shormasti,M,31,180,83.0,Iran,IRI,2016,None
Jennifer Abel,F,20,160,62.0,Canada,CAN,2012,None
Jennifer Abel,F,20,160,62.0,Canada,CAN,2012,Bronze
Jennifer Abel,F,24,160,62.0,Canada,CAN,2016,None
Jennifer Abel,F,24,160,62.0,Canada,CAN,2016,None
Arthur Abele,M,30,184,85.0,Germany,GER,2016,None
Jos Javier Abella Fanjul,M,22,176,66.0,Mexico,MEX,2016,None
Tesfaye Abera Dibaba,M,24,192,68.0,Ethiopia,ETH,2016,None
Mohamed Aberhoune,M,23,187,75.0,Morocco,MAR,2012,None
Matthew Duncan Abeysinghe,M,20,180,74.0,Sri Lanka,SRI,2016,None
Narek Abgaryan,M,24,166,52.0,Armenia,ARM,2016,None
Pablo Abin Vicen,M,27,177,68.0,Spain,ESP,2012,None
Pablo Abin Vicen,M,31,177,68.0,Spain,ESP,2016,None
Tomomi Abiko,F,24,173,53.0,Japan,JPN,2012,None
"Catherine ""Kate"" Abilla Awino",F,27,162,56.0,Kenya,KEN,2016,None
Camille Anne Franoise Abily,F,27,168,60.0,France,FRA,2012,None
Camille Anne Franoise Abily,F,31,168,60.0,France,FRA,2016,None
Endurance Abinuwa,F,24,159,54.0,Nigeria,NGR,2012,None
Bode Abiodun,M,35,170,68.0,Nigeria,NGR,2016,None
Diana Monteiro Abla,F,21,175,75.0,Brazil,BRA,2016,None
Enver Nazymovych Ablaiev,M,30,169,68.0,Ukraine,UKR,2010,None
Denis Mikhaylovich Ablyazin,M,19,161,62.0,Russia,RUS,2012,None
Denis Mikhaylovich Ablyazin,M,19,161,62.0,Russia,RUS,2012,Bronze
Denis Mikhaylovich Ablyazin,M,19,161,62.0,Russia,RUS,2012,Silver
Denis Mikhaylovich Ablyazin,M,19,161,62.0,Russia,RUS,2012,None
Denis Mikhaylovich Ablyazin,M,19,161,62.0,Russia,RUS,2012,None
Denis Mikhaylovich Ablyazin,M,19,161,62.0,Russia,RUS,2012,None
Denis Mikhaylovich Ablyazin,M,24,161,62.0,Russia,RUS,2016,Silver
Denis Mikhaylovich Ablyazin,M,24,161,62.0,Russia,RUS,2016,None
Denis Mikhaylovich Ablyazin,M,24,161,62.0,Russia,RUS,2016,Silver
Denis Mikhaylovich Ablyazin,M,24,161,62.0,Russia,RUS,2016,Bronze
Thorine Christelle Aboa Mbeza,F,23,182,78.0,Cameroon,CMR,2016,None
Bukola Dammy Abogunloko,F,17,170,53.0,Nigeria,NGR,2012,None
Agnese boltia,F,17,166,60.0,Latvia,LAT,2014,None
Agnese boltia,F,17,166,60.0,Latvia,LAT,2014,None
Agnese boltia,F,17,166,60.0,Latvia,LAT,2014,None
"Matthew ""Matt"" Abood",M,30,197,92.0,Australia,AUS,2016,None
"Matthew ""Matt"" Abood",M,30,197,92.0,Australia,AUS,2016,Bronze
Abdelhalim Muhammad Abou,M,27,210,88.0,Egypt,EGY,2016,None
Ashraf Abou El-Hassan,M,41,186,86.0,Egypt,EGY,2016,None
Rabah Aboud,M,31,180,64.0,Algeria,ALG,2012,None
Mamdouh Taha Al-Husseini Abouebaid,M,28,183,85.0,Egypt,EGY,2016,None
Alaaeldin Ahmad El-Sayyid Abouelkassem,M,21,188,87.0,Egypt,EGY,2012,Silver
Alaaeldin Ahmad El-Sayyid Abouelkassem,M,21,188,87.0,Egypt,EGY,2012,None
Alaaeldin Ahmad El-Sayyid Abouelkassem,M,25,188,87.0,Egypt,EGY,2016,None
Alaaeldin Ahmad El-Sayyid Abouelkassem,M,25,188,87.0,Egypt,EGY,2016,None
Mohamed Mohamed Mohamed Aboutrika,M,33,182,77.0,Egypt,EGY,2012,None
Melita Isidora Abraham Schssler,F,19,170,62.0,Chile,CHI,2016,None
Tadesse Abraham,M,33,178,61.0,Switzerland,SUI,2016,None
Iason Abramashvili,M,21,176,82.0,Georgia,GEO,2010,None
Iason Abramashvili,M,21,176,82.0,Georgia,GEO,2010,None
Iason Abramashvili,M,25,176,82.0,Georgia,GEO,2014,None
Iason Abramashvili,M,25,176,82.0,Georgia,GEO,2014,None
Yelena Vasilyevna Abramchuk (Kopets-),F,28,182,95.0,Belarus,BLR,2016,None
Oleksandr Volodymyrovych Abramenko,M,21,180,82.0,Ukraine,UKR,2010,None
Oleksandr Volodymyrovych Abramenko,M,25,180,82.0,Ukraine,UKR,2014,None
Yevgeny Sergeyevich Abramenko,M,22,181,80.0,Belarus,BLR,2010,None
Yevgeny Sergeyevich Abramenko,M,22,181,80.0,Belarus,BLR,2010,None
Yevgeny Sergeyevich Abramenko,M,22,181,80.0,Belarus,BLR,2010,None
Yevgeny Sergeyevich Abramenko,M,22,181,80.0,Belarus,BLR,2010,None
Yevgeny Sergeyevich Abramenko,M,26,181,80.0,Belarus,BLR,2014,None
Yevgeny Sergeyevich Abramenko,M,26,181,80.0,Belarus,BLR,2014,None
Yevgeny Sergeyevich Abramenko,M,26,181,80.0,Belarus,BLR,2014,None
Yevgeny Sergeyevich Abramenko,M,26,181,80.0,Belarus,BLR,2014,None
Yevgeny Sergeyevich Abramenko,M,26,181,80.0,Belarus,BLR,2014,None
Yekaterina Konstantinovna Abramova,F,27,167,65.0,Russia,RUS,2010,None
Dmitry Vladimirovich Abramovich,M,27,182,96.0,Russia-2,RUS,2010,None
Dmitry Vladimirovich Abramovich,M,27,182,96.0,Russia-1,RUS,2010,None
Aliyah Abrams,F,19,163,53.0,Guyana,GUY,2016,None
Benik Abramyan,M,31,186,115.0,Georgia,GEO,2016,None
Arnaldo Lus Isaas Abrantes,M,25,183,72.0,Portugal,POR,2012,None
Amir Abrashi,M,22,172,70.0,Switzerland,SUI,2012,None
Diogo Ferreira Tribolet de Abreu,M,22,183,73.0,Portugal,POR,2016,None
rika Abril Surez,F,34,164,52.0,Colombia,COL,2012,None
rika Abril Surez,F,38,164,52.0,Colombia,COL,2016,None
Laura Valentina Abril Restrepo,F,22,162,50.0,Colombia,COL,2012,None
"Alejandro ""lex"" Abrines Redondo",M,23,198,93.0,Spain,ESP,2016,Bronze
Bourhan Abro,M,21,180,70.0,Djibouti,DJI,2016,None
Anastasiya Aleksandrovna Abrosimova,F,26,164,51.0,Russia,RUS,2016,None
Julien Absalon,M,31,180,68.0,France,FRA,2012,None
Julien Absalon,M,35,180,68.0,France,FRA,2016,None
Ayele Abshero Biza,M,21,168,62.0,Ethiopia,ETH,2012,None
Methkal Marouf Abu Drais,M,28,168,67.0,Jordan,JOR,2012,None
Methkal Marouf Abu Drais,M,32,168,67.0,Jordan,JOR,2016,None
Maher Abu Rmilah,M,28,172,72.0,Palestine,PLE,2012,None
Ahmad Abughaush,M,20,178,68.0,Jordan,JOR,2016,Gold
Mohammed Abukhousa,M,23,170,67.0,Palestine,PLE,2016,None
Mohammad Abulibdeh,M,28,183,68.0,Jordan,JOR,2012,None
Kariman Abuljadayel,F,22,180,70.0,Saudi Arabia,KSA,2016,None
Kanat Kalizhanovich Abutalipov,M,29,168,56.0,Kazakhstan,KAZ,2012,None
Irina Alekseyevna Abysova,F,31,175,56.0,Russia,RUS,2012,None
William Accambray,M,24,194,104.0,France,FRA,2012,Gold
Javier Carlos Acevedo,M,18,182,68.0,Canada,CAN,2016,None
Javier Carlos Acevedo,M,18,182,68.0,Canada,CAN,2016,None
Nicole Jocelin Acevedo Tangarife,F,21,166,70.0,Colombia,COL,2016,None
Sharon Evelin Acevedo Tangarife,F,23,170,61.0,Colombia,COL,2016,None
Jaouad Achab,M,23,175,64.0,Belgium,BEL,2016,None
Karem Faride Achach Ramrez,F,25,169,60.0,Mexico,MEX,2016,None
Loreto Achaerandio Snchez-Marn,F,20,164,50.0,Spain,ESP,2012,None
Sharath Kamal Achanta,M,34,186,85.0,India,IND,2016,None
Kieron Robert Achara,M,29,208,110.0,Great Britain,GBR,2012,None
Gemma Acheampong,F,23,163,54.0,Ghana,GHA,2016,None
Ghassan Achi,M,16,168,60.0,Lebanon,LIB,2010,None
Ghassan Achi,M,16,168,60.0,Lebanon,LIB,2010,None
Ioan Valeriu Achiriloaie,M,23,183,87.0,Romania,ROU,2014,None
Ioan Valeriu Achiriloaie,M,23,183,87.0,Romania,ROU,2014,None
Janet Achola,F,24,167,52.0,Uganda,UGA,2012,None
Natalie Chioma Achonwa,F,19,190,86.0,Canada,CAN,2012,None
Natalie Chioma Achonwa,F,23,190,86.0,Canada,CAN,2016,None
Dallal Merwa Achour,F,17,176,45.0,Algeria,ALG,2012,None
Haykel Al-Achouri,M,27,184,84.0,Tunisia,TUN,2012,None
Chantal Achterberg,F,27,172,72.0,Netherlands,NED,2012,Bronze
Chantal Achterberg,F,31,172,72.0,Netherlands,NED,2016,Silver
Bryan Josu Acosta Ramos,M,22,175,74.0,Honduras,HON,2016,None
Julio Csar Acosta Gonzlez,M,29,160,62.0,Chile,CHI,2016,None
Luz Mercedes Acosta Valdez,F,31,164,63.0,Mexico,MEX,2012,None
Mara Jos Acosta Acosta,F,24,172,69.0,Venezuela,VEN,2016,None
Tanya Acosta,F,25,182,70.0,Argentina,ARG,2016,None
Brigitte Acton (-Smith),F,24,168,63.0,Canada,CAN,2010,None
"Amelia Lynn ""Amy"" Acuff (-Harvey)",F,37,188,66.0,United States,USA,2012,None
Crox Ernesto Acua Rodrguez,M,22,192,89.0,Venezuela,VEN,2012,None
Roberto Acua,M,25,208,109.0,Argentina,ARG,2016,None
Arslanbek Aylow,M,23,177,75.0,Turkmenistan,TKM,2016,None
Mariko Adachi,F,29,162,51.0,Japan,JPN,2012,None
Seiya Adachi,M,21,172,67.0,Japan,JPN,2016,None
Yurie Adachi,F,28,156,51.0,Japan,JPN,2014,None
Constantin Adam,M,20,202,105.0,Romania,ROU,2016,None
Idrissa Adam,M,27,178,79.0,Cameroon,CMR,2012,None
Leonie Adam,F,23,162,54.0,Germany,GER,2016,None
Tomasz Adamiec,M,30,171,69.5,Poland,POL,2012,None
Nafissatou Moussa Adamou,F,14,172,72.0,Niger,NIG,2012,None
Antoine Xavier Adams,M,23,180,79.0,Saint Kitts and Nevis,SKN,2012,None
Antoine Xavier Adams,M,23,180,79.0,Saint Kitts and Nevis,SKN,2012,None
Antoine Xavier Adams,M,23,180,79.0,Saint Kitts and Nevis,SKN,2012,None
Antoine Xavier Adams,M,27,180,79.0,Saint Kitts and Nevis,SKN,2016,None
Antoine Xavier Adams,M,27,180,79.0,Saint Kitts and Nevis,SKN,2016,None
Antoine Xavier Adams,M,27,180,79.0,Saint Kitts and Nevis,SKN,2016,None
Natalie Cammile Adams (-Brannan),F,20,173,65.0,United States,USA,2012,None
Natalie Cammile Adams (-Brannan),F,24,173,65.0,United States,USA,2016,None
Liam Adams,M,29,178,64.0,Australia,AUS,2016,None
Luke Kendall Adams,M,35,189,70.0,Australia,AUS,2012,None
Lyukman Rasakovich Adams,M,23,194,87.0,Russia,RUS,2012,None
Mareike Adams,F,26,174,73.0,Germany,GER,2016,None
Nicola Virginia Adams,F,29,164,51.0,Great Britain,GBR,2012,Gold
Nicola Virginia Adams,F,33,164,51.0,Great Britain,GBR,2016,Gold
Paul Adams,M,24,185,98.0,Australia,AUS,2016,None
Rachael Alexis Adams,F,26,188,81.0,United States,USA,2016,Bronze
"Victoria ""Vicki"" Adams",F,24,164,69.0,Great Britain,GBR,2014,Bronze
Valerie Kasanita Adams-Vili (-Price),F,27,193,120.0,New Zealand,NZL,2012,Gold
Valerie Kasanita Adams-Vili (-Price),F,31,193,120.0,New Zealand,NZL,2016,Silver
Filip Kamil Adamski,M,29,189,87.0,Germany,GER,2012,Gold
Yasemin Adar,F,24,180,75.0,Turkey,TUR,2016,None
"Christopher Thomas ""Chris"" Adcock",M,23,183,80.0,Great Britain,GBR,2012,None
"Christopher Thomas ""Chris"" Adcock",M,27,183,80.0,Great Britain,GBR,2016,None
Jangy McKinley Addy,M,27,188,88.0,Liberia,LBR,2012,None
James Adede,M,29,162,92.0,Kenya,KEN,2016,None
Oluwakemi 'Kemi' Adekoya,F,23,166,63.0,Bahrain,BRN,2016,None
Odunayo Folasade Adekuoroye,F,22,169,53.0,Nigeria,NGR,2016,None
Antoine Adelisse,M,17,178,65.0,France,FRA,2014,None
Abrar Osman Adem,M,18,168,58.0,Eritrea,ERI,2012,None
Abrar Osman Adem,M,22,168,58.0,Eritrea,ERI,2016,None
Biko Adema,M,28,177,85.0,Kenya,KEN,2016,None
Aminat Oluwafunmilayo Adeniyi,F,23,165,58.0,Nigeria,NGR,2016,None
Adenzia Aparecida Ferreira da Silva,F,25,187,65.0,Brazil,BRA,2012,Gold
Adenzia Aparecida Ferreira da Silva,F,29,187,65.0,Brazil,BRA,2016,None
Margaret Adetutu Adeoye,F,27,162,65.0,Great Britain,GBR,2012,None
Moriam Seun Adigun,F,25,153,52.0,Nigeria,NGR,2012,None
Haydy Morsy Adil,F,16,168,58.0,Egypt,EGY,2016,None
Adiyasambuu Tsolmon,F,23,165,65.0,Mongolia,MGL,2016,None
"Richard ""Richy""  Adjei",M,27,190,110.0,Germany-2,GER,2010,Silver
"Richard ""Richy""  Adjei",M,27,190,110.0,Germany-2,GER,2010,None
Christian Donfack Adjoufack,M,28,175,80.0,Cameroon,CMR,2012,None
"Bradley Don ""Brad"" Adkins",M,22,188,80.0,United States,USA,2016,None
Jonna Eva-Maj Adlerteg,F,17,153,38.0,Sweden,SWE,2012,None
Jonna Eva-Maj Adlerteg,F,17,153,38.0,Sweden,SWE,2012,None
Jonna Eva-Maj Adlerteg,F,17,153,38.0,Sweden,SWE,2012,None
Jonna Eva-Maj Adlerteg,F,17,153,38.0,Sweden,SWE,2012,None
"Rebecca ""Becky"" Adlington",F,23,179,70.0,Great Britain,GBR,2012,Bronze
"Rebecca ""Becky"" Adlington",F,23,179,70.0,Great Britain,GBR,2012,Bronze
Aurimas Adomaviius,M,22,204,100.0,Lithuania,LTU,2016,None
Nathan Ghar-Jun Adrian,M,23,198,100.0,United States,USA,2012,Gold
Nathan Ghar-Jun Adrian,M,23,198,100.0,United States,USA,2012,Silver
Nathan Ghar-Jun Adrian,M,23,198,100.0,United States,USA,2012,Gold
Nathan Ghar-Jun Adrian,M,27,198,100.0,United States,USA,2016,Bronze
Nathan Ghar-Jun Adrian,M,27,198,100.0,United States,USA,2016,Bronze
Nathan Ghar-Jun Adrian,M,27,198,100.0,United States,USA,2016,Gold
Nathan Ghar-Jun Adrian,M,27,198,100.0,United States,USA,2016,Gold
Vera Adrian,F,22,168,57.0,Namibia,NAM,2016,None
"Adriana ""Adrianinha"" Moiss Pinto",F,33,170,65.0,Brazil,BRA,2012,None
"Adriana ""Adrianinha"" Moiss Pinto",F,37,170,65.0,Brazil,BRA,2016,None
Erkin Adylbek uulu,M,25,190,80.0,Kyrgyzstan,KGZ,2016,None
Jasper Aerents,M,19,191,86.0,Belgium,BEL,2012,None
Jasper Aerents,M,19,191,86.0,Belgium,BEL,2012,None
Jasper Aerents,M,23,191,86.0,Belgium,BEL,2016,None
Jasper Aerents,M,23,191,86.0,Belgium,BEL,2016,None
Luca Aerni,M,20,177,80.0,Switzerland,SUI,2014,None
Katrien Aerts,F,37,162,51.0,Belgium,BEL,2014,None
Sara Aerts,F,28,182,64.0,Belgium,BEL,2012,None
Brian O'Neill Afanador Prez,M,19,175,68.0,Puerto Rico,PUR,2016,None
Kseniya Dmitriyevna Afanasyeva,F,20,158,48.0,Russia,RUS,2012,Silver
Kseniya Dmitriyevna Afanasyeva,F,20,158,48.0,Russia,RUS,2012,None
Kseniya Dmitriyevna Afanasyeva,F,20,158,48.0,Russia,RUS,2012,None
Khairulnizam Mohd Afendy,M,19,182,70.0,Malaysia,MAS,2012,None
Khairulnizam Mohd Afendy,M,23,182,70.0,Malaysia,MAS,2016,None
Franois Jacques Affolter,M,21,186,74.0,Switzerland,SUI,2012,None
Alessia Afi Dipol,F,18,168,58.0,Togo,TOG,2014,None
Alessia Afi Dipol,F,18,168,58.0,Togo,TOG,2014,None
Ahmed Afifi,M,28,194,92.0,Egypt,EGY,2016,None
Maksim Sergeyevich Afinogenov,M,30,183,88.0,Russia,RUS,2010,None
Evelina Afoa,F,17,162,60.0,Samoa,SAM,2016,None
Paixo Afonso,M,25,176,80.0,Angola,ANG,2016,None
Marina Anatolyevna Aframeyeva,F,25,171,62.0,Russia,RUS,2016,None
Cecil Sebastian Afrika,M,28,175,75.0,South Africa,RSA,2016,Bronze
Georgios Afroudakis,M,35,194,103.0,Greece,GRE,2012,None
Khristos Afroudakis,M,28,188,88.0,Greece,GRE,2012,None
Khristos Afroudakis,M,32,188,88.0,Greece,GRE,2016,None
"Timothy Ernest Victor Kwizera ""Tim"" Agaba",M,27,193,104.0,South Africa,RSA,2016,Bronze
Drago Agache,M,28,175,75.0,Romania,ROU,2012,None
Alphonsine Agahozo,F,16,160,50.0,Rwanda,RWA,2012,None
Luca Agamennoni,M,31,187,93.0,Italy,ITA,2012,None
Luca Agamennoni,M,35,187,93.0,Italy,ITA,2016,None
Clarisse Agbegnenou,F,23,164,66.0,France,FRA,2016,Silver
Levon Aghasyan,M,21,193,75.0,Armenia,ARM,2016,None
Marilyn Agliotti,F,33,172,58.0,Netherlands,NED,2012,Gold
Yannick Agnel,M,20,202,90.0,France,FRA,2012,None
Yannick Agnel,M,20,202,90.0,France,FRA,2012,Gold
Yannick Agnel,M,20,202,90.0,France,FRA,2012,Gold
Yannick Agnel,M,20,202,90.0,France,FRA,2012,Silver
Yannick Agnel,M,20,202,90.0,France,FRA,2012,None
Yannick Agnel,M,24,202,90.0,France,FRA,2016,None
Meghan Christina Agosta (-Marciano),F,23,168,67.0,Canada,CAN,2010,Gold
Meghan Christina Agosta (-Marciano),F,26,168,67.0,Canada,CAN,2014,Gold
"Benjamin Alexandro ""Ben"" Agosto",M,28,178,75.0,United States-2,USA,2010,None
Salvador Jos Milhazes Agra,M,24,168,70.0,Portugal,POR,2016,None
Anna Agrafioti,F,21,178,76.0,Greece,GRE,2012,None
Debora Agreiter,F,22,166,52.0,Italy,ITA,2014,None
Debora Agreiter,F,22,166,52.0,Italy,ITA,2014,None
Ulrika Maria gren,F,25,176,74.0,Sweden,SWE,2012,None
Renzo Pasquale Zeglio Agresta,M,27,181,76.0,Brazil,BRA,2012,None
Renzo Pasquale Zeglio Agresta,M,31,181,76.0,Brazil,BRA,2016,None
Norisbeth Isais Agudo Gonzlez,F,24,163,55.0,Venezuela,VEN,2016,None
Alberto Martn Aguilar Surez,M,27,194,80.0,Venezuela,VEN,2012,None
Alessandra Aguilar Morn,F,34,165,50.0,Spain,ESP,2012,None
Alessandra Aguilar Morn,F,38,165,50.0,Spain,ESP,2016,None
Evelis Jazmin Aguilar Torres,F,23,173,64.0,Colombia,COL,2016,None
Felipe Aguilar Mendoza,M,23,191,72.0,Colombia,COL,2016,None
Felipe Aguilar Schler,M,41,170,72.0,Chile,CHI,2016,None
Iaki Aguilar Vicente,M,28,189,82.0,Spain,ESP,2012,None
Iaki Aguilar Vicente,M,32,189,82.0,Spain,ESP,2016,None
Macarena Aguilar Daz,F,27,170,67.0,Spain,ESP,2012,Bronze
Macarena Aguilar Daz,F,31,170,67.0,Spain,ESP,2016,None
Sandra Aguilar Navarro,F,19,167,50.0,Spain,ESP,2012,None
Sandra Aguilar Navarro,F,23,167,50.0,Spain,ESP,2016,Silver
Yulenmis Aguilar Martnez,F,20,165,66.0,Cuba,CUB,2016,None
Tomas Alonso Aguilera Armendariz,M,27,202,95.0,Mexico,MEX,2016,None
Julen Aguinagalde Akizu,M,29,196,113.0,Spain,ESP,2012,None
Carolina Aguirre Giraldo,F,20,160,59.0,Colombia,COL,2016,None
Carolina Aguirre Giraldo,F,20,160,59.0,Colombia,COL,2016,None
rick Germain Aguirre Tafolla,M,19,170,60.0,Mexico,MEX,2016,None
Gabriela Aguirre,F,30,164,58.0,Argentina,ARG,2016,None
Jeinkler Ernesto Aguirre Manso,M,22,165,57.0,Cuba,CUB,2012,None
Jeinkler Ernesto Aguirre Manso,M,22,165,57.0,Cuba,CUB,2012,None
Marcelo Vctor Aguirre,M,19,174,66.0,Paraguay,PAR,2012,None
Marcelo Vctor Aguirre,M,23,174,66.0,Paraguay,PAR,2016,None
Matas Aguirregaray Guruceaga,M,23,183,78.0,Uruguay,URU,2012,None
Mikel Aguirrezabalaga Garca,M,28,196,92.0,Spain,ESP,2012,None
Sri Wahyuni Agustiani,F,21,147,47.0,Indonesia,INA,2016,Silver
Feta Ahamada,F,25,160,50.0,Comoros,COM,2012,None
Kelsie Ahbe,F,25,170,63.0,Canada,CAN,2016,None
Johanna Maria Helne Ahlm,F,24,175,69.0,Sweden,SWE,2012,None
Christian Ahlmann,M,37,189,80.0,Germany,GER,2012,None
Christian Ahlmann,M,37,189,80.0,Germany,GER,2012,None
Christian Ahlmann,M,41,189,80.0,Germany,GER,2016,None
Christian Ahlmann,M,41,189,80.0,Germany,GER,2016,Bronze
Mohamed Ahmad Ali Gharib Juma,M,23,178,73.0,United Arab Emirates,UAE,2012,None
